recipient,amount
7U68WfpxJF5W1HjVQ2NCQr5EuKhNSvSRAnmWTk6225Jf,34098494386399
5LpsYxnc9m9E3ZZDa9EiqHqr3VcJW418kmMK4N7JHSL8,20268326162754
AzNsncYBQKcjKkmSCbQSV77KhH91pjAbkD2g6F46dMU5,20209121983365
BEL5CeekyNyWdocqr2YXTVVvYwzeActXNGMPJhmvFVsb,191093376881015
6gBnV7HJzrYEDrrzoBnNV6xAMPKVLNkPyh8iPRpcU5kB,20243771757928
4daH8Aotxpk68HsMvws3P5AQL3F1gVTA44jqLaB2GuGx,54733936130034
6NmKxzGAdJ9ttewC8hwJEFaJdn4GScjpqimaL5BnbWgx,111527853861950
phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2,235402135239523
mLyfgvyTAuEBVyAZcqyWKJ4SnM88Tqv2hFMy68y8hmY,20648348486931
MCFmmmXdzTKjBEoMggi8JGFJmd856uYSowuH2sCU5kx,75825016240860
BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,5343732833302373
mineL1YNwcRnxN93B2sX6q22R11WfRqxnY4NBV8KfFY,24195083492842
EBk678aQvc3cUkfGyoehfw21JQfJXjmWuBeopYc89RSV,80348273672844
DTvHtb9Y9H9xdwcwpmmAsRcfqgx3RV8BSDFYScLpgqT6,20185103535621
3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU,676384194117629
8kKWqYja9tNyFRW3PvkMj2A9ERvmBwvWvf8fJqgTD4YE,21420778166198
5p8qKVyKthA9DUb1rwQDzjcmTkaZdwN97J3LiaEywUjd,61905758889793
CptNqx18G3PjTz2dEq8GyU6TtTGfd31TE87mH6y5cRHT,21071919003469
4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,37618424188382
D1zqVW87NyyQAuGGNJVLa626QjQsEmkEmx8XynVMN98s,20793829963555
J2895yqMc1JqrWPQ2ryDPn7EbozZpAoCCPTy3BDUME9m,145269768242695
Bat6DHawBwy8k4fqsrgkSMb33UWWCDyiXH9AUQBrWiGX,103406155889540
THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1,13378289082972
5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,237754580139820
LitxAVo3RnYXD2sX1TyRJxfnKy48amXgyGiysPZjZwE,16794434618988
BLhx1pi4rCLZY2qTqLmUAueLXzPzprhaiarysxLbFwVa,29443588394568
EWoL98D6ZsVjsTxx1dipex6tZJot4DUpcWtN7cNAYsyz,20534564871600
4VmboVWgpQKM9hcULoYjNdhrDsy8JDD1S6uxuU37xEBE,103279187091834
FJN8ryNvkm3QAQufsjJmJ9eGPpK1D8hG4MawATqZfFhx,6190518457363
EwUVzgSPe1zy2hfUGZxJAEP7Y1wheNgNsgratbzPELru,55247600158911
BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,172346760705493
8JpfpVyew5Y9cLQCHkt5gqT4vDZLL46ZknMbSThVjzrg,321223936800380
GMJTCoi61xKT1QpXGbpAeJevwN19Wy9eJPPamwiL5PWy,20117583442658
7CR3Jq4ny2tsr3DX3DvyjoU8TYs776MGkU6nLMWjAqCT,678878697866371
apySoL1xCcCH6owdwZv8r8PWVyCHkGTGTHm5PCxsR3E,100463215154318
DXPk4iAzYboXAy2nqg475hMycGXJACoga5LqmfJXM2hB,191574920899
VALiDcyCpujxjJAZDK2av2TpMAigpSodzj2ApqgR4e6,221941117686777
4Yr8jy3Gcwz3pkbsoiJmmHvytxenRoTawoVbr69knj1C,39308684292190
7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,1875000953466200
D32cBNvo9qmMyMSJzWqDPQ3ujYFuW9HHNjVkwxspezQr,3651396267
4642Ley88Zs7dvEDCyNqnesH1TBEisyx4GvgwXSBzGjR,39925121575860
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,21770179579090
8mhdbYU3PxALpTfDrdTYvk5obaGxL8ATQMvCLXW9SV2L,213012974639225
4Xz17Lsc6miC7UUVcfbrZhBxgjySEowyH6f8QwwVP6xw,16551830044360
FgF45YaaF57X8MbcQz2zubreiN2ffovUmKFkdc4b8eKS,20749015973859
574rvsKGZg8rBuSNX7k8gG2mHFvUMwt22sSgJJBMCQVy,25002909097870
4guS5XP2wgDWecZGgvN5UQmV8iywTrKGaA7kv9hj3tk7,33968337718453
AB169wapzUT6SRh31RJoRjiwR4bifF2eDkkDiFjnyRCJ,21245148345765
CGXbP1cfmydnhHx2HYwgJfSe1UK7k6AamSm2YcpYTJqr,53059805562993
Cu4M3yd2LfMoGhmYxKszhVH18SPgt6TQvqnE4AWjNKwd,23123639740191
8Q7K2irCbYfEG5ZWyBceiytbL1u977gXqw7UaHZ55Awo,205835015989590
DJHsoHQvqYjb8G2Ni6XSbBSHxmycMAsZksRDytQ2bntK,498329632671
FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr,154980164266049
9D3o3EYeknhTrRvXS1PnD2euGXnMFa3HwpYBq5gPZJDA,36581121475880
BiF9ZbQht1TgHwWEcrbMQFt37aLEPpNvXWAyd7SuqhpR,21863770271850
8gcMmaEAXfRZKcXHeHV2x8R1ebb78inTr9xhhEuNNoTt,21101075314151
FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp,803529922935346
HSX42dhQPTaVjtwMQXwGTCobrs1HnxZ8G2J6JTnPXpgP,57062887811014
HrM8x5Xn6ugoHqfLc7MCr8K7D34Z3NBc1TcuohCJ2ksz,212124394966149
AptafqHRpGk3KCQrGtuPGuPvWMuPc4N15X7NN7VUsfbd,204544116098878
